v107 (Control) - v108 (Control): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 100.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 96.00%, Channel 15: 100.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v209 (ADHD): Channel 1: 96.88%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 96.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 96.97%, Channel 17: 0.00%, Channel 18: 100.00%, Channel 19: 0.00%
v107 (Control) - v20p (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 96.43%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 96.88%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 100.00%
v107 (Control) - v227 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 90.00%, Channel 19: 0.00%
v107 (Control) - v234 (ADHD): Channel 1: 0.00%, Channel 2: 96.43%, Channel 3: 0.00%, Channel 4: 100.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 100.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v244 (ADHD): Channel 1: 0.00%, Channel 2: 96.43%, Channel 3: 0.00%, Channel 4: 100.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 100.00%, Channel 11: 94.12%, Channel 12: 96.97%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 100.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v270 (ADHD): Channel 1: 0.00%, Channel 2: 96.43%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v279 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 100.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v27p (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 95.45%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 100.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v28p (ADHD): Channel 1: 0.00%, Channel 2: 100.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v298 (Control): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 100.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v299 (Control): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 96.15%, Channel 13: 0.00%, Channel 14: 100.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 100.00%
v107 (Control) - v300 (Control): Channel 1: 100.00%, Channel 2: 0.00%, Channel 3: 96.97%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 100.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 96.15%, Channel 13: 100.00%, Channel 14: 0.00%, Channel 15: 100.00%, Channel 16: 100.00%, Channel 17: 96.15%, Channel 18: 100.00%, Channel 19: 100.00%
v107 (Control) - v302 (Control): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 88.24%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v303 (Control): Channel 1: 96.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 100.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 100.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 100.00%, Channel 17: 100.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v305 (Control): Channel 1: 96.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v307 (Control): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 96.15%, Channel 13: 0.00%, Channel 14: 91.30%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v309 (Control): Channel 1: 96.00%, Channel 2: 96.43%, Channel 3: 100.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 100.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 96.15%, Channel 13: 100.00%, Channel 14: 0.00%, Channel 15: 100.00%, Channel 16: 100.00%, Channel 17: 100.00%, Channel 18: 100.00%, Channel 19: 0.00%
v107 (Control) - v30p (ADHD): Channel 1: 96.88%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 82.35%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 95.65%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v33p (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 91.67%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 100.00%, Channel 14: 0.00%, Channel 15: 100.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v34p (ADHD): Channel 1: 0.00%, Channel 2: 100.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v38p (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 100.00%, Channel 5: 100.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 95.45%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 100.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 92.86%, Channel 19: 96.43%
v107 (Control) - v3p (ADHD): Channel 1: 0.00%, Channel 2: 94.12%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 92.86%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 100.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 96.30%
v107 (Control) - v40p (ADHD): Channel 1: 0.00%, Channel 2: 96.30%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 90.91%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v54p (Control): Channel 1: 96.00%, Channel 2: 100.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 100.00%
v107 (Control) - v58p (Control): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 85.71%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v107 (Control): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 100.00%, Channel 14: 0.00%, Channel 15: 100.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 100.00%
v108 (Control) - v116 (Control): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 100.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 100.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v117 (Control): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 100.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 100.00%, Channel 17: 100.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v149 (Control): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 84.62%
v108 (Control) - v151 (Control): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 100.00%, Channel 5: 0.00%, Channel 6: 100.00%, Channel 7: 100.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 100.00%, Channel 13: 0.00%, Channel 14: 100.00%, Channel 15: 100.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v15p (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 92.31%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 100.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 90.00%
v108 (Control) - v177 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 100.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 81.82%
v108 (Control) - v181 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 90.91%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v18p (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 92.31%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 84.62%
v108 (Control) - v198 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 100.00%, Channel 19: 0.00%
v108 (Control) - v209 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 100.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v219 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 93.33%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v227 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 93.75%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v22p (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 90.91%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v231 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 100.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 100.00%, Channel 12: 0.00%, Channel 13: 100.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v234 (ADHD): Channel 1: 100.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v238 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 90.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v244 (ADHD): Channel 1: 100.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 92.31%, Channel 9: 93.75%, Channel 10: 100.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v246 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 100.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v254 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 90.91%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
